cliente_id,clave,nombre,ap_paterno,ap_materno,fecha_nacimiento,edad,curp,estado_civil,telefono,ocupacion,nivel_educativo
990,60965499,Chrisse,Oxlee,Mulvany,10/8/1953,68,P3ABDEZJ3IRWH7MWVF,sin especificar,14468743,Media Manager II,sin especificar
991,74285658,Milka,Senchenko,Budd,23/06/2000,59,CF9FESHCPCQ3G5PVBP,viudo,51261226,Research Nurse,doctorado
992,15925278,Britta,Dumbreck,Howick,29/02/1952,48,92NRXX68FFTTZQSQ5K,viudo,22315557,Biostatistician I,sin especificar
993,89439215,Devondra,Dahler,Bladen,27/12/1975,80,OY03GXLOM0OM5V30QQ,viudo,45644964,Human Resources Manager,bachillerato
994,24192153,Coleen,Gowrich,Van Waadenburg,23/02/1973,22,B3GHK0LCPJG1YVQ9W2,sin especificar,35695393,Developer I,profesional
995,68206786,Brendis,Sully,Flay,11/09/1958,34,XACVNQ522NP2NVGSQW,soltero,17945981,Human Resources Manager,sin especificar
996,57176234,Denney,Garfoot,Dockrey,12/01/1973,70,5C1KZATZUBSTEMVFZR,viudo,51452164,Analog Circuit Design manager,maestria
997,77672198,Glendon,Brandolini,Mowat,19/09/2002,46,Y2D5Z44S6IQI4QG29Y,sin especificar,26875092,Actuary,sin especificar
998,26058106,Allie,Spurden,Lehmann,18/12/1981,85,4Y1T6LKDX244NOXQOM,soltero,28383512,Administrative Assistant III,profesional
999,57510023,Lucky,Gilyatt,Summerson,24/07/1956,29,9Y8SS94DQIQ2OALZ97,sin especificar,49330077,Payment Adjustment Coordinator,maestria
1000,45662156,Bernette,Guthrie,Edmeads,9/3/1966,63,8VSVDWLYXA8ELJOSTQ,sin especificar,31247495,Systems Administrator I,bachillerato
